Employee ID,Employee Name,Gender,Age,Date of Birth,Education,Department,Job Title,Employment Type,Location,Join Date,Years of Experience,Manager ID,Annual Salary INR,Bonus Percent,Bonus Amount INR,Performance Rating,Employment Status,Attrition,Leaves Taken,Leaves Available,Training Hours,Job Satisfaction Score,Overtime
EMP14683,Ankit Chopra,Male,25,1999-04-05,BBA,Operations,Supply Chain Analyst,Contract,Chennai,2020-04-13,3,EMP10057,519000,18.1,93939,Good,Active,No,17,13,102,8,Yes
EMP14684,Divya Singh,Female,40,1984-09-04,BCA,Sales,Business Development Rep,Full-Time,Jaipur,2021-06-21,4,EMP10048,468000,16.4,76752,Good,Resigned,Yes,28,2,14,2,Yes
EMP14685,Harsh Bose,Male,48,1976-07-06,MBA,Operations,Operations Manager,Full-Time,Chennai,2019-03-25,16,EMP10132,916000,22.6,207016,Average,Active,No,24,6,10,9,Yes
EMP14686,Meera Rao,Female,47,1977-09-20,MBA,Operations,Operations Analyst,Part-Time,Bangalore,2015-11-01,1,EMP10025,1221000,22.7,277167,Below Average,Terminated,Yes,30,0,102,10,Yes
EMP14687,Suresh Gupta,Male,42,1982-08-12,MBA,Operations,Operations Analyst,Full-Time,Noida,2021-06-01,15,EMP10126,519000,21.6,112104,Average,Active,No,23,7,39,1,Yes
EMP14688,Swati Singh,Female,40,1984-05-02,B.Tech,Operations,Operations Director,Full-Time,Mumbai,2024-05-16,2,EMP10193,710000,19.0,134900,Average,Active,No,10,20,11,6,No
EMP14689,Rajesh Shah,Male,36,1988-09-30,B.Tech,Sales,Senior Sales Executive,Full-Time,Delhi,2024-04-12,10,EMP10053,591000,19.7,116427,Average,Active,No,25,5,120,5,Yes
EMP14690,Karan Bhatt,Male,37,1987-12-28,B.Com,Marketing,Digital Marketing Specialist,Full-Time,Noida,2017-07-08,3,EMP10180,1075000,23.5,252625,Poor,Active,No,17,13,37,7,No
EMP14691,Sonal Agarwal,Female,49,1975-04-24,MCA,IT,Cybersecurity Analyst,Full-Time,Pune,2017-05-26,7,EMP10079,1156000,22.0,254320,Good,Active,No,7,23,38,8,No
EMP14692,Mohit Gupta,Male,43,1981-12-01,MBA,Sales,Senior Sales Executive,Full-Time,Delhi,2024-02-15,19,EMP10016,1594000,17.0,270980,Good,Active,No,20,10,54,2,Yes
EMP14693,Aarav Joshi,Male,28,1996-04-03,BBA,R&D,Data Scientist,Contract,Delhi,2021-06-09,4,EMP10198,2050000,12.0,246000,Below Average,Active,No,14,16,119,3,No
EMP14694,Pranav Patel,Male,30,1994-10-19,BCA,Operations,Operations Director,Contract,Bangalore,2021-03-03,3,EMP10074,788000,13.2,104016,Average,On Leave,No,4,26,6,8,No
EMP14695,Rohit Bose,Male,28,1997-01-06,M.Com,R&D,R&D Manager,Full-Time,Ahmedabad,2020-09-17,3,EMP10167,728000,12.3,89544,Excellent,Active,No,16,14,69,8,No
EMP14696,Shruti Joshi,Female,29,1995-05-15,M.Sc,Marketing,Brand Manager,Full-Time,Kolkata,2018-10-28,7,EMP10123,754000,22.7,171158,Good,Active,No,1,29,55,7,No
EMP14697,Rajesh Singh,Male,43,1981-09-06,BCA,HR,Payroll Specialist,Full-Time,Ahmedabad,2019-11-16,5,EMP10144,585000,14.1,82485,Good,Active,No,21,9,1,3,No
EMP14698,Ananya Joshi,Female,46,1978-04-21,M.Sc,Operations,Supply Chain Analyst,Contract,Delhi,2016-04-04,16,EMP10171,1085000,11.9,129115,Average,Active,No,29,1,67,3,Yes
EMP14699,Sonal Agarwal,Female,32,1992-02-19,B.Sc,Finance,Finance Manager,Full-Time,Mumbai,2016-07-19,10,EMP10084,1094000,24.4,266936,Good,Active,No,10,20,35,5,Yes
EMP14700,Arjun Rao,Male,28,1996-05-27,B.Sc,IT,Systems Administrator,Part-Time,Ahmedabad,2018-06-06,4,EMP10141,346000,18.9,65394,Average,Active,No,24,6,26,9,No
EMP14701,Kavya Reddy,Female,32,1992-10-18,BBA,Engineering,Engineering Manager,Full-Time,Delhi,2023-05-10,3,EMP10087,1577000,24.9,392673,Good,Active,No,23,7,113,2,No
EMP14702,Mohit Bhatt,Male,47,1977-05-21,MBA,Finance,CFO,Full-Time,Kolkata,2021-06-10,7,EMP10016,1263000,21.0,265230,Good,Active,No,20,10,81,1,Yes
EMP14703,Rajesh Desai,Male,42,1982-03-23,BCA,Customer Support,Support Analyst,Full-Time,Bangalore,2015-07-23,1,EMP10035,315000,20.9,65835,Below Average,Active,No,9,21,117,5,No
EMP14704,Swati Bose,Female,44,1980-10-30,BCA,IT,Systems Administrator,Full-Time,Pune,2018-05-27,15,EMP10151,658000,11.1,73038,Below Average,Active,No,13,17,120,1,No
EMP14705,Suresh Patel,Male,32,1992-11-15,M.Com,Engineering,Software Engineer,Full-Time,Noida,2020-03-21,10,EMP10087,1664000,8.5,141440,Average,Active,No,10,20,48,5,Yes
EMP14706,Shalini Verma,Female,33,1991-08-23,M.Sc,Engineering,Engineering Manager,Full-Time,Bangalore,2021-09-28,8,EMP10002,1874000,5.1,95574,Excellent,Active,No,16,14,5,5,No
EMP14707,Sneha Reddy,Female,33,1991-09-21,M.Tech,Customer Support,Support Analyst,Contract,Jaipur,2020-11-01,5,EMP10048,762000,23.1,176022,Average,Terminated,Yes,24,6,95,1,Yes
EMP14708,Pallavi Verma,Female,46,1978-04-06,M.Com,Engineering,QA Engineer,Full-Time,Ahmedabad,2018-02-06,4,EMP10114,1301000,15.3,199053,Good,Resigned,Yes,6,24,111,2,Yes
EMP14709,Amit Rao,Male,38,1986-11-19,B.Tech,HR,HR Business Partner,Full-Time,Noida,2022-01-07,5,EMP10045,826000,12.8,105728,Good,Active,No,6,24,24,7,Yes
EMP14710,Vivek Bhatt,Male,29,1995-08-19,MBA,Operations,Operations Director,Full-Time,Pune,2015-04-13,4,EMP10152,948000,16.7,158316,Good,Terminated,Yes,2,28,93,8,No
EMP14711,Tushar Singh,Male,29,1995-07-03,M.Tech,Engineering,Engineering Manager,Part-Time,Delhi,2023-01-07,4,EMP10028,1638000,20.8,340704,Average,Active,No,5,25,36,1,No
EMP14712,Swati Das,Female,26,1998-10-14,M.Com,Operations,Logistics Coordinator,Contract,Delhi,2021-09-10,3,EMP10109,798000,5.4,43092,Excellent,Active,No,8,22,16,4,Yes
EMP14713,Pooja Verma,Non-Binary,30,1994-07-22,MCA,HR,Payroll Specialist,Full-Time,Jaipur,2017-09-20,5,EMP10082,697000,18.6,129642,Excellent,Active,No,21,9,72,9,No
EMP14714,Swati Bhatt,Female,42,1982-06-20,MBA,Marketing,Marketing Executive,Full-Time,Noida,2018-03-06,2,EMP10099,972000,14.6,141912,Average,Active,No,17,13,17,5,Yes
EMP14715,Ankit Sharma,Male,47,1977-01-28,BBA,HR,Talent Acquisition Specialist,Full-Time,Kolkata,2022-05-18,7,EMP10010,1183000,23.7,280371,Excellent,Active,No,0,30,79,8,No
EMP14716,Aakash Mehta,Male,25,1999-04-11,B.Com,R&D,R&D Engineer,Full-Time,Ahmedabad,2017-02-25,3,EMP10081,629000,6.6,41514,Good,Active,No,7,23,27,5,No
EMP14717,Priya Verma,Female,26,1998-03-11,BCA,R&D,Data Scientist,Full-Time,Chennai,2022-10-01,3,EMP10136,1708000,21.6,368928,Average,Active,No,28,2,114,5,Yes
EMP14718,Amit Singh,Male,42,1982-06-07,BCA,IT,Cybersecurity Analyst,Full-Time,Delhi,2018-05-19,17,EMP10043,1328000,10.9,144752,Average,Active,No,30,0,83,10,Yes
EMP14719,Anjali Verma,Female,48,1976-06-08,B.Tech,Operations,Supply Chain Analyst,Full-Time,Mumbai,2019-03-21,17,EMP10195,1041000,23.9,248799,Below Average,Resigned,Yes,21,9,0,7,No
EMP14720,Kavya Rao,Female,46,1978-02-28,B.Sc,Finance,CFO,Full-Time,Hyderabad,2016-09-09,2,EMP10048,576000,6.3,36288,Excellent,Active,No,27,3,88,1,No
EMP14721,Tushar Rao,Male,39,1985-05-21,B.Com,HR,HR Executive,Part-Time,Mumbai,2021-07-11,15,EMP10157,290000,19.8,57420,Poor,Active,No,4,26,22,2,Yes
EMP14722,Rohit Kumar,Male,24,2000-04-02,MCA,Customer Support,Support Analyst,Full-Time,Mumbai,2021-06-26,2,EMP10137,586000,23.3,136538,Good,Active,No,17,13,26,6,No
EMP14723,Amit Verma,Male,49,1975-11-29,M.Sc,Engineering,Senior Software Engineer,Full-Time,Noida,2021-03-04,14,EMP10004,1716000,20.7,355212,Average,Active,No,15,15,4,2,No
EMP14724,Meera Bose,Female,32,1992-12-18,M.Tech,HR,HR Executive,Full-Time,Ahmedabad,2017-05-24,5,EMP10178,551000,7.4,40774,Excellent,Active,No,4,26,92,5,Yes
EMP14725,Nikhil Mishra,Male,41,1983-02-18,B.Tech,Customer Support,Support Director,Full-Time,Chennai,2020-02-20,1,EMP10034,847000,23.6,199892,Good,Active,No,22,8,51,4,No
EMP14726,Komal Reddy,Female,42,1982-02-10,M.Tech,Marketing,Marketing Manager,Part-Time,Noida,2021-06-09,19,EMP10109,498000,5.7,28386,Below Average,Active,No,19,11,113,7,No
EMP14727,Rajesh Bhatt,Male,25,1999-11-01,M.Tech,Marketing,Brand Manager,Full-Time,Mumbai,2016-06-27,2,EMP10121,314000,16.0,50240,Average,Active,No,1,29,39,8,No
EMP14728,Shalini Sharma,Female,47,1977-03-06,BBA,Engineering,Engineering Manager,Full-Time,Chennai,2019-03-20,1,EMP10058,804000,7.8,62712,Excellent,Active,No,30,0,57,5,No
EMP14729,Pallavi Kumar,Female,39,1985-02-21,M.Com,Marketing,Brand Manager,Full-Time,Hyderabad,2017-11-07,16,EMP10160,390000,13.9,54210,Below Average,Active,No,19,11,74,8,No
EMP14730,Ananya Nair,Female,33,1991-12-21,MBA,Finance,Financial Analyst,Full-Time,Pune,2020-06-04,3,EMP10049,1420000,7.6,107920,Good,Active,No,28,2,27,10,Yes
EMP14731,Pallavi Agarwal,Female,28,1996-07-15,B.Sc,Operations,Operations Manager,Full-Time,Chennai,2022-12-06,4,EMP10197,1098000,19.3,211914,Excellent,Active,No,27,3,102,10,Yes
EMP14732,Ritu Sharma,Female,29,1995-07-31,M.Com,Sales,Business Development Rep,Part-Time,Pune,2021-05-12,5,EMP10050,1762000,20.9,368258,Excellent,Active,No,6,24,45,2,No
EMP14733,Deepak Das,Male,36,1988-11-14,B.Com,Sales,Business Development Rep,Full-Time,Bangalore,2022-01-20,7,EMP10059,1330000,7.1,94430,Average,Active,No,21,9,84,10,No
EMP14734,Mohit Kumar,Male,49,1975-03-14,BBA,Legal,Compliance Officer,Full-Time,Bangalore,2018-07-18,8,EMP10059,1610000,10.0,161000,Good,Active,No,30,0,91,4,No
EMP14735,Manish Agarwal,Male,26,1998-11-19,M.Com,R&D,R&D Engineer,Full-Time,Noida,2023-04-07,4,EMP10184,1487000,6.5,96655,Poor,Active,No,15,15,28,1,Yes
EMP14736,Aarav Iyer,Male,42,1982-06-30,B.Com,Customer Support,Customer Success Manager,Full-Time,Bangalore,2021-07-15,2,EMP10036,881000,14.6,128626,Average,Resigned,Yes,15,15,40,6,Yes
EMP14737,Manish Mishra,Male,46,1978-09-06,B.Com,HR,HR Executive,Full-Time,Jaipur,2023-02-22,8,EMP10180,711000,10.0,71100,Poor,Active,No,30,0,111,6,No
EMP14738,Komal Desai,Female,36,1988-01-30,M.Tech,Marketing,Marketing Executive,Part-Time,Ahmedabad,2021-07-31,9,EMP10123,577000,11.8,68086,Good,Active,No,2,28,27,3,No
EMP14739,Shruti Verma,Female,25,1999-06-03,BCA,Customer Support,Support Analyst,Full-Time,Mumbai,2018-08-03,2,EMP10173,472000,24.3,114696,Excellent,Active,No,26,4,112,7,Yes
EMP14740,Komal Bhatt,Female,29,1995-07-15,M.Tech,Sales,Business Development Rep,Part-Time,Ahmedabad,2017-11-08,4,EMP10035,1636000,12.6,206136,Average,Active,No,23,7,96,4,No
EMP14741,Pranav Singh,Male,40,1984-03-04,B.Sc,Finance,Accountant,Part-Time,Pune,2017-04-22,7,EMP10166,429000,16.6,71214,Poor,Terminated,Yes,4,26,19,9,Yes
EMP14742,Divya Das,Female,36,1988-07-30,M.Tech,Engineering,Senior Software Engineer,Full-Time,Ahmedabad,2020-12-14,2,EMP10112,1561000,13.3,207613,Average,Active,No,21,9,107,9,Yes
EMP14743,Harsh Bhatt,Male,44,1980-09-03,MCA,IT,Cybersecurity Analyst,Full-Time,Hyderabad,2015-09-16,6,EMP10056,377000,9.0,33930,Average,Active,No,23,7,54,4,No
EMP14744,Pranav Das,Male,38,1986-07-17,MBA,Finance,Finance Manager,Part-Time,Hyderabad,2017-01-07,2,EMP10116,1592000,23.6,375712,Good,Resigned,Yes,20,10,113,6,Yes
EMP14745,Manish Das,Male,48,1976-07-04,B.Sc,Sales,Regional Sales Head,Full-Time,Noida,2016-04-02,14,EMP10129,603000,18.4,110952,Below Average,Terminated,Yes,22,8,102,6,No
EMP14746,Rahul Chopra,Male,47,1977-10-28,MBA,Operations,Supply Chain Analyst,Full-Time,Pune,2018-02-23,10,EMP10091,399000,12.6,50274,Below Average,Active,No,26,4,56,4,No
EMP14747,Ananya Shah,Female,48,1976-10-31,B.Tech,IT,Systems Administrator,Part-Time,Noida,2020-10-26,7,EMP10003,1377000,17.5,240975,Good,Resigned,Yes,19,11,106,2,No
EMP14748,Harsh Iyer,Male,42,1982-03-02,BBA,Sales,Senior Sales Executive,Full-Time,Pune,2017-05-13,1,EMP10069,1288000,10.5,135240,Poor,Active,No,25,5,84,1,Yes
EMP14749,Deepak Rao,Male,43,1981-08-06,MBA,Operations,Operations Analyst,Full-Time,Kolkata,2023-03-31,12,EMP10139,1230000,14.9,183270,Average,Active,No,25,5,7,5,No
EMP14750,Rupal Mehta,Female,34,1991-01-01,MBA,Sales,Senior Sales Executive,Full-Time,Chennai,2016-03-21,7,EMP10127,952000,21.0,199920,Average,Active,No,20,10,118,1,Yes
EMP14751,Swati Desai,Female,35,1989-11-18,M.Com,Operations,Operations Director,Contract,Ahmedabad,2020-10-19,8,EMP10082,870000,22.9,199230,Excellent,Active,No,4,26,33,9,No
EMP14752,Harsh Agarwal,Male,29,1995-02-28,M.Sc,Engineering,QA Engineer,Full-Time,Mumbai,2017-04-26,1,EMP10095,931000,21.8,202958,Excellent,Active,No,6,24,48,6,No
EMP14753,Pooja Agarwal,Female,27,1997-01-27,M.Tech,Marketing,Content Writer,Full-Time,Chennai,2019-04-27,1,EMP10080,587000,20.4,119748,Poor,Active,No,4,26,47,4,Yes
EMP14754,Aisha Desai,Female,25,1999-12-10,MCA,Customer Support,Support Analyst,Full-Time,Jaipur,2020-09-26,2,EMP10051,723000,11.3,81699,Below Average,Resigned,Yes,30,0,47,10,No
EMP14755,Divya Kumar,Female,33,1991-08-09,BCA,Sales,Business Development Rep,Full-Time,Mumbai,2017-08-01,6,EMP10105,1288000,11.2,144256,Average,Active,No,10,20,19,8,Yes
EMP14756,Rahul Singh,Male,24,2000-05-07,M.Sc,Operations,Operations Director,Full-Time,Ahmedabad,2020-09-18,1,EMP10100,1082000,6.0,64920,Excellent,Active,No,30,0,113,7,No
EMP14757,Sanjay Gupta,Male,30,1994-09-02,MCA,Operations,Operations Analyst,Full-Time,Kolkata,2023-04-13,6,EMP10166,881000,7.8,68718,Average,Terminated,Yes,29,1,49,7,Yes
EMP14758,Priya Kumar,Female,40,1984-04-27,MBA,IT,IT Manager,Full-Time,Bangalore,2023-08-25,4,EMP10083,821000,14.3,117403,Average,Resigned,Yes,10,20,71,6,No
EMP14759,Amit Mehta,Male,47,1977-02-22,BBA,Engineering,Lead Engineer,Full-Time,Chennai,2017-01-13,3,EMP10110,653000,17.0,111010,Below Average,Active,No,19,11,101,8,No
EMP14760,Riya Iyer,Female,42,1982-04-15,BBA,Sales,Business Development Rep,Full-Time,Kolkata,2022-06-22,2,EMP10097,1032000,5.8,59856,Excellent,Resigned,Yes,18,12,96,3,Yes
EMP14761,Mohit Bose,Male,48,1976-05-01,BBA,Engineering,Software Engineer,Full-Time,Noida,2020-11-17,13,EMP10142,1227000,21.9,268713,Average,Active,No,22,8,94,1,Yes
EMP14762,Shalini Verma,Female,26,1998-07-09,B.Tech,Marketing,Brand Manager,Full-Time,Noida,2021-07-09,3,EMP10164,668000,14.4,96192,Average,Terminated,Yes,6,24,3,1,No
EMP14763,Riya Desai,Female,45,1979-07-29,B.Tech,Engineering,QA Engineer,Full-Time,Kolkata,2023-04-08,14,EMP10027,1949000,24.1,469709,Excellent,Active,No,16,14,86,2,Yes
EMP14764,Sonal Kumar,Female,26,1998-01-23,BBA,Finance,Accountant,Full-Time,Pune,2017-11-16,3,EMP10172,602000,7.9,47558,Average,Active,No,16,14,89,9,Yes
EMP14765,Riya Bhatt,Female,37,1987-03-07,B.Tech,Operations,Operations Director,Full-Time,Jaipur,2016-03-23,6,EMP10130,1071000,12.7,136017,Average,Active,No,13,17,70,5,No
EMP14766,Komal Das,Female,42,1982-06-03,B.Sc,HR,HR Business Partner,Full-Time,Kolkata,2023-06-06,8,EMP10146,487000,11.1,54057,Good,Active,No,3,27,112,8,No
EMP14767,Sneha Gupta,Female,26,1998-12-21,B.Com,Customer Support,Customer Success Manager,Full-Time,Kolkata,2019-11-14,3,EMP10121,335000,23.6,79060,Average,Active,No,2,28,58,10,Yes
EMP14768,Mohit Bhatt,Male,38,1986-02-10,B.Sc,Finance,Accountant,Full-Time,Ahmedabad,2021-03-30,6,EMP10090,916000,12.8,117248,Average,Active,No,24,6,44,2,Yes
EMP14769,Ritu Sharma,Female,44,1980-09-25,BCA,Finance,Finance Manager,Full-Time,Delhi,2023-12-05,18,EMP10164,531000,12.2,64782,Below Average,Active,No,3,27,94,3,Yes
EMP14770,Ritu Desai,Female,34,1990-04-08,BBA,Operations,Supply Chain Analyst,Full-Time,Bangalore,2015-12-18,11,EMP10195,449000,21.0,94290,Good,Active,No,0,30,64,10,Yes
EMP14771,Kavya Verma,Female,27,1997-11-28,B.Tech,Operations,Supply Chain Analyst,Full-Time,Delhi,2020-01-05,2,EMP10184,1128000,10.3,116184,Average,Active,No,20,10,52,8,No
EMP14772,Rajesh Rao,Male,25,1999-08-12,M.Sc,Customer Support,Support Director,Full-Time,Kolkata,2021-11-09,1,EMP10100,445000,19.1,84995,Average,On Leave,No,16,14,68,8,No
EMP14773,Mohit Singh,Male,40,1984-06-30,BBA,IT,Network Engineer,Full-Time,Ahmedabad,2019-11-14,15,EMP10120,1026000,7.5,76950,Average,Active,No,3,27,2,9,No
EMP14774,Anjali Gupta,Female,26,1998-11-16,BBA,Legal,Legal Counsel,Full-Time,Pune,2018-09-29,2,EMP10012,1011000,15.0,151650,Average,Resigned,Yes,23,7,113,8,No
EMP14775,Vikas Verma,Male,41,1983-10-19,B.Sc,Legal,Legal Manager,Full-Time,Chennai,2018-04-11,11,EMP10060,1756000,20.7,363492,Below Average,Resigned,Yes,18,12,72,8,No
EMP14776,Amit Gupta,Male,31,1993-04-10,MCA,HR,Talent Acquisition Specialist,Full-Time,Delhi,2022-02-05,3,EMP10200,1035000,16.3,168705,Below Average,Resigned,Yes,1,29,114,2,Yes
EMP14777,Vivek Sharma,Male,39,1985-01-27,M.Sc,Marketing,Marketing Executive,Full-Time,Kolkata,2020-09-18,8,EMP10120,751000,9.4,70594,Excellent,Active,No,20,10,32,5,No
EMP14778,Aisha Desai,Female,32,1992-02-21,BCA,Legal,Legal Manager,Full-Time,Kolkata,2022-09-07,3,EMP10103,1773000,23.6,418428,Good,Active,No,7,23,57,9,Yes
EMP14779,Aisha Mishra,Non-Binary,43,1981-05-13,BBA,Engineering,Software Engineer,Part-Time,Delhi,2022-02-05,7,EMP10144,1854000,14.8,274392,Good,Active,No,6,24,97,7,No
EMP14780,Harsh Singh,Male,39,1985-12-24,M.Tech,HR,HR Business Partner,Full-Time,Ahmedabad,2022-02-01,12,EMP10072,551000,16.0,88160,Average,Active,No,18,12,66,8,Yes
EMP14781,Pooja Desai,Female,27,1997-08-28,B.Com,IT,IT Manager,Full-Time,Noida,2022-03-04,2,EMP10121,587000,11.2,65744,Poor,Active,No,4,26,13,6,No
EMP14782,Ananya Singh,Female,27,1997-11-10,MBA,Engineering,Lead Engineer,Full-Time,Bangalore,2022-12-30,5,EMP10169,1478000,12.3,181794,Poor,Active,No,9,21,7,3,Yes
EMP14783,Divya Desai,Female,26,1999-01-03,BCA,Sales,Sales Executive,Full-Time,Pune,2020-03-21,2,EMP10199,481000,9.5,45695,Excellent,Resigned,Yes,22,8,70,1,No
EMP14784,Rajesh Agarwal,Male,24,2000-11-02,MBA,IT,Network Engineer,Contract,Kolkata,2018-04-12,2,EMP10121,1052000,22.8,239856,Excellent,On Leave,No,16,14,106,6,Yes
EMP14785,Pallavi Bose,Female,34,1990-02-24,MBA,Marketing,Marketing Manager,Full-Time,Noida,2022-10-12,8,EMP10137,745000,24.9,185505,Good,Active,No,12,18,36,1,Yes
EMP14786,Nikhil Rao,Male,47,1977-03-01,BCA,IT,IT Support Analyst,Full-Time,Ahmedabad,2017-01-27,3,EMP10156,378000,13.9,52542,Good,Terminated,Yes,0,30,17,1,No
EMP14787,Ritu Kumar,Female,42,1982-04-29,MBA,R&D,Principal Researcher,Full-Time,Mumbai,2016-03-02,6,EMP10200,1930000,12.1,233530,Average,Active,No,18,12,120,9,Yes
EMP14788,Rajesh Mehta,Male,26,1998-10-26,B.Sc,HR,Payroll Specialist,Full-Time,Kolkata,2016-07-12,3,EMP10108,614000,18.5,113590,Average,Active,No,15,15,78,7,Yes
EMP14789,Rahul Rao,Male,26,1998-06-18,B.Sc,Engineering,DevOps Engineer,Full-Time,Ahmedabad,2022-08-09,4,EMP10052,403000,6.1,24583,Excellent,Active,No,11,19,18,5,Yes
EMP14790,Nikhil Gupta,Male,40,1984-01-14,M.Sc,Engineering,QA Engineer,Part-Time,Mumbai,2018-07-20,16,EMP10036,497000,19.4,96418,Average,Active,No,19,11,66,1,No
EMP14791,Sonal Singh,Female,48,1976-06-13,BCA,HR,HR Business Partner,Full-Time,Noida,2016-01-21,5,EMP10164,1010000,14.7,148470,Excellent,Active,No,24,6,59,7,No
EMP14792,Meera Mishra,Female,27,1997-02-10,MBA,Operations,Logistics Coordinator,Full-Time,Jaipur,2015-12-14,5,EMP10043,438000,21.2,92856,Excellent,Active,No,3,27,93,4,Yes
EMP14793,Mohit Das,Male,44,1980-09-19,BCA,Marketing,Marketing Executive,Full-Time,Delhi,2021-07-30,5,EMP10102,1302000,5.0,65100,Average,Resigned,Yes,3,27,18,2,Yes
EMP14794,Tushar Singh,Male,45,1979-01-14,M.Com,Sales,Business Development Rep,Full-Time,Delhi,2017-12-22,17,EMP10192,400000,8.1,32400,Average,Active,No,16,14,59,5,No
EMP14795,Meera Shah,Female,38,1986-01-19,BBA,Sales,Sales Manager,Full-Time,Jaipur,2020-12-17,9,EMP10062,692000,19.3,133556,Average,Active,No,26,4,44,2,Yes
EMP14796,Aarav Kumar,Male,33,1991-03-30,BBA,Operations,Supply Chain Analyst,Full-Time,Ahmedabad,2016-11-08,9,EMP10182,667000,16.3,108721,Good,Active,No,29,1,27,3,Yes
EMP14797,Vivek Sharma,Male,27,1997-03-13,M.Sc,Operations,Operations Analyst,Full-Time,Bangalore,2016-08-29,2,EMP10167,1220000,16.4,200080,Good,Active,No,0,30,115,2,Yes
EMP14798,Aakash Reddy,Male,30,1994-02-13,MCA,Finance,Finance Manager,Full-Time,Ahmedabad,2020-03-04,2,EMP10079,709000,9.3,65937,Below Average,Active,No,29,1,101,4,Yes
EMP14799,Aarav Agarwal,Male,39,1985-07-19,M.Sc,Engineering,Engineering Manager,Full-Time,Jaipur,2016-11-28,14,EMP10074,1348000,23.1,311388,Average,On Leave,No,16,14,31,3,No
EMP14800,Amit Das,Male,38,1986-02-18,B.Sc,R&D,R&D Manager,Full-Time,Hyderabad,2015-04-25,11,EMP10039,1687000,13.2,222684,Average,Resigned,Yes,7,23,28,2,No
EMP14801,Deepak Rao,Male,40,1984-06-06,MCA,Customer Support,Senior Support Analyst,Full-Time,Pune,2018-07-20,9,EMP10160,634000,16.0,101440,Good,Active,No,10,20,71,8,Yes
EMP14802,Vivek Desai,Male,25,1999-11-15,B.Sc,Marketing,Brand Manager,Full-Time,Delhi,2023-03-03,2,EMP10101,354000,14.7,52038,Good,Terminated,Yes,23,7,22,4,Yes
EMP14803,Sneha Sharma,Female,24,2000-08-13,B.Tech,Sales,Regional Sales Head,Full-Time,Ahmedabad,2018-11-26,1,EMP10056,1757000,10.5,184485,Below Average,Active,No,10,20,54,3,Yes
EMP14804,Manish Reddy,Male,25,1999-10-03,M.Com,Engineering,Engineering Manager,Full-Time,Noida,2015-12-20,2,EMP10030,1641000,10.7,175587,Good,Active,No,29,1,35,7,No
EMP14805,Ritu Bose,Female,31,1993-01-10,BCA,Customer Support,Support Team Lead,Full-Time,Chennai,2022-07-29,2,EMP10033,870000,23.4,203580,Poor,Active,No,23,7,97,5,Yes
EMP14806,Pranav Bose,Male,26,1998-10-16,BBA,IT,Network Engineer,Contract,Jaipur,2023-12-04,3,EMP10194,1472000,9.6,141312,Good,Resigned,Yes,23,7,14,9,Yes
EMP14807,Shalini Verma,Female,26,1998-04-04,BBA,Legal,Compliance Officer,Full-Time,Ahmedabad,2019-03-08,1,EMP10065,1288000,7.1,91448,Average,Active,No,21,9,113,5,Yes
EMP14808,Pallavi Bhatt,Female,36,1988-12-02,MCA,Engineering,Senior Software Engineer,Full-Time,Noida,2020-04-09,11,EMP10137,1639000,20.9,342551,Excellent,Active,No,25,5,26,1,Yes
EMP14809,Rupal Gupta,Female,25,1999-03-29,BBA,Marketing,Content Writer,Full-Time,Pune,2021-09-06,3,EMP10042,431000,19.9,85769,Average,Resigned,Yes,15,15,63,8,No
EMP14810,Ritu Bose,Female,26,1999-01-06,M.Sc,HR,HR Executive,Full-Time,Pune,2015-11-05,4,EMP10002,430000,11.2,48160,Average,Active,No,10,20,111,4,No
EMP14811,Vikas Joshi,Male,35,1989-09-06,M.Com,Operations,Supply Chain Analyst,Full-Time,Pune,2015-11-11,1,EMP10090,393000,17.6,69168,Good,Active,No,8,22,42,7,Yes
EMP14812,Karan Joshi,Male,45,1979-08-26,M.Tech,Legal,Legal Counsel,Full-Time,Kolkata,2024-04-17,17,EMP10105,1757000,12.7,223139,Good,Active,No,2,28,63,1,Yes
EMP14813,Amit Patel,Male,24,2000-09-03,BCA,Finance,Senior Financial Analyst,Full-Time,Hyderabad,2017-11-20,2,EMP10023,1063000,18.6,197718,Good,Active,No,8,22,18,5,No
EMP14814,Vikas Reddy,Male,42,1982-03-13,M.Sc,Customer Support,Customer Success Manager,Full-Time,Ahmedabad,2017-06-03,2,EMP10073,803000,17.3,138919,Excellent,Active,No,8,22,49,6,No
EMP14815,Rajesh Iyer,Male,39,1985-06-09,B.Com,IT,Systems Administrator,Full-Time,Jaipur,2020-09-07,5,EMP10111,744000,15.9,118296,Good,Active,No,12,18,105,4,No
EMP14816,Pallavi Mishra,Female,43,1981-11-17,M.Sc,Operations,Supply Chain Analyst,Full-Time,Pune,2022-03-07,11,EMP10164,1238000,17.2,212936,Good,Terminated,Yes,3,27,110,9,Yes
EMP14817,Pallavi Joshi,Non-Binary,37,1987-05-07,MBA,R&D,Principal Researcher,Full-Time,Kolkata,2020-07-04,7,EMP10068,1768000,12.7,224536,Good,Active,No,17,13,69,7,Yes
EMP14818,Karan Agarwal,Male,39,1985-03-09,M.Tech,Customer Support,Support Director,Full-Time,Ahmedabad,2017-07-08,16,EMP10069,597000,18.3,109251,Average,Resigned,Yes,6,24,21,7,No
